composite_name,latitude,longitude
Georgia > Murder Creek,33.22848666666667,-83.44614666666666
Georgia > Oconee Boulders,33.41594,-83.19791
Georgia > Panola Mountain,33.7152,-84.386
Georgia > Piedmont Park Roof,33.79287,-84.37084
Georgia > Pine Mountain,34.22851,-84.730325
Georgia > Pine Mountain Boulders,32.8649,-84.8541
Georgia > Quarry's edge park,33.26015,-84.27424
Georgia > Rabun Bald,34.9713,-83.29898
Georgia > Raven Cliff Falls,34.70946,-83.78868
Georgia > Red Top Mountain Boulder,34.15172,-84.71545
Georgia > Rocktown,34.6573171875,-85.3908528125
Georgia > Shaking Rock,33.867105,-83.11810249999999
Georgia > Tallulah Gorge,34.74,-83.3931
Georgia > Tesnatee Gap Trail,34.72632,-83.84834
Georgia > Turtle,34.7279425,-83.3703225
Georgia > UGA East Campus,33.93802,-83.36986
Georgia > Waleska,34.34417,-84.63781
Georgia > Woody Gap,34.68716,-83.99401
Georgia > Yorkville Boulders,33.7152,-84.386
Georgia > Zahnd Natural Area,34.6531,-85.47256
Georgia > big cheese,34.73996,-83.93738
Idaho > Arcane,43.61569,-111.53955
Idaho > Arrow Rock Boulder,43.59937,-115.92521
Idaho > Atomic Boulders,43.74086,-116.12112
Idaho > Badger Creek Boulders,43.86354375,-111.15113125
Idaho > Banner shield,44.34992,-115.23568
Idaho > Below the dam buttress,44.26751,-114.73258
Idaho > Billy Goat Buttress,43.82798,-114.55591
Idaho > Bitterroot Mountains,46.39596,-114.73031
Idaho > Black Cliffs,43.53568666666667,-116.08573466666667
Idaho > Bloomington Lake,42.14413666666667,-111.57517
Idaho > Bogus Boulders,43.743325,-116.130065
Idaho > Boundary County Climbing Areas,48.7505775,-116.471605
Idaho > Box Canyon,43.865764444444444,-112.91776666666667
Idaho > Castle Rocks,42.14030254237288,-113.66187779661017
Idaho > Challis Pallis,44.46795,-114.21922
Idaho > Chimney Rock,48.61784,-116.69933333333334
Idaho > City of Rocks,42.077417567567565,-113.7154372072072
Idaho > Connor Columns,42.3365,-113.48625
Idaho > Copper Falls,48.97132,-116.14358
Idaho > Crank Cave,43.25773,-112.03624
Idaho > Crooked River,43.95057,-115.59596
Idaho > Darby Canyon,43.6769,-111.0238
Idaho > Daveggio Knob,47.197194999999994,-116.02211
Idaho > Desperate Wall (Blackfoot River Canyon),43.2564,-112.0388
"Idaho > Fins, The",43.724047500000005,-113.07929
Idaho > Garden Creek Gap,42.57338,-112.30985
Idaho > Grand View Canyon,44.36306,-114.0718
Idaho > Granite Point,48.09847,-116.43153
Idaho > Heise Rock,43.6361,-111.6744
Idaho > Hells Canyon,45.1327,-116.73273
Idaho > Hells Gate,46.34308333333333,-117.03881666666666
Idaho > High Valley,44.202960000000004,-116.14758
Idaho > Highway 21 Boise,43.54339,-116.11134
Idaho > John Day Basin,45.59031,-116.19414
Idaho > Kittle Rocks,47.26954,-116.59751
Idaho > Laclede,48.15964125,-116.7921225
Idaho > Lemhi Range,44.12945,-113.1011825
Idaho > Lenville Road Boulders,46.61189,-116.802
Idaho > Lion's Head,48.78618666666667,-116.71958666666667
Idaho > Long Mountain (Selkirk Mountains),48.83486,-116.61552
Idaho > Lost River Range,44.09469555555555,-113.66022000000001
Idaho > Mack/Numnut Peak,43.62422,-115.95676
Idaho > Massacre Rocks,42.67697972972973,-113.00457216216216
Idaho > McCall Area,44.912947777777774,-116.00129555555554
Idaho > Middle Fork of the Salmon,45.21975,-114.68391
Idaho > Midget Widget,43.53249,-111.70104
Idaho > Mores Mountain,43.800025,-116.08666
Idaho > Moscow Mountain,46.81226,-116.88094
Idaho > Palisades Creek,43.389675,-111.2208
Idaho > Palisades Quarry Ridge,43.1809,-111.1281
Idaho > Paramount Rock,43.6379,-111.6543
Idaho > Paris Ice Caves,42.2319,-111.56063
Idaho > Pins And Needles (McCall Area),44.72821,-115.85557999999999
Idaho > Pioneer Range,43.79033,-114.140905
"Idaho > Playground, The",43.2631,-112.0439
Idaho > Pocatello Area Bouldering,42.72166381818182,-112.83029218181818
Idaho > Pointless Crag,43.60011,-111.64161
Idaho > Portnuef Range,42.7521,-112.1831
"Idaho > Projects, The",42.17087,-116.51033333333334
Idaho > Q'Emilin Park,47.70369125,-116.95879625
Idaho > RPM Wall,43.276,-111.9447
Idaho > Rattlesnake Station,43.2027,-115.5552
Idaho > Redfish Lake Bouldering,44.147315,-114.91802
Idaho > Reynolds Creek,43.278259999999996,-116.70438
Idaho > Riggins,45.40157,-116.11719
Idaho > Riggins Limestone,45.383784285714285,-116.45173285714286
Idaho > Ririe Reservoir,43.5806,-111.73988
Idaho > Rock Creek (Croy) Bouldering,43.460451538461534,-114.34881615384614
Idaho > Rocky Canyon,43.625105000000005,-116.134975
Idaho > Ross Park,42.839132500000005,-112.4183275
Idaho > Salmon Idaho Bouldering,45.27351142857143,-113.93588571428572
Idaho > Salmon River - South Fork,44.94559,-115.60832
Idaho > Salmon River Road,45.40379,-116.19416
"Idaho > Sawtooth Range, The",44.083533333333335,-115.002166
"Idaho > Selkirk Crest, The",48.67015166666667,-116.69693166666667
Idaho > Shoshone Lava Tubes,43.15878,-114.32683499999999
Idaho > South Fork of the Clearwater,45.819722,-115.84190533333334
Idaho > South Park,43.596325,-111.63286
Idaho > Swan Falls,43.25123,-116.38126307692308
Idaho > Table Rock,43.59426285714286,-116.14604785714286
Idaho > Teddy Bear Cove,42.71955,-113.06931923076922
Idaho > Teton Dam (Lower Teton River Canyon),43.905597647058826,-111.54468647058823
Idaho > The. Old sawmill slabs,44.26307,-114.44015
"Idaho > Trail Creek - Sun Valley, Idaho",43.8069925,-114.257335
Idaho > Twin Falls and the Snake River Canyon,42.59929130434782,-114.40555086956522
Idaho > Valley of the Trolls,43.58982,-116.156
Idaho > Weiser Boulders,44.24631,-116.71054
Idaho > Yankee Fork Crag,44.28391,-114.7273
Idaho > Yellow Pine to Big Creek,45.04336,-115.42408
"Idaho > dam buttress, The",44.2673,-114.7385
"Idaho > towers at 202, The",44.26735,-114.73981
Illinois > *A: House Boulders,37.60995,-89.40812
Illinois > 18th St Bridge,41.85776,-87.63157
Illinois > 45 Degree Wall,37.78206,-89.50903
Illinois > A. North Canyon,37.50700583333333,-88.6908625
Illinois > A. Shelter 1 Bluff,37.62644,-89.20137
Illinois > A: Alamo Boulder,37.61231,-89.40925
Illinois > A: Lily Wall,38.97108,-90.48738
Illinois > A: Main Area,37.6224,-88.27098
Illinois > A: Playground Wall -Detention Area,37.5188,-89.02746
Illinois > A: Quetil Trail Bluff,37.56882,-89.31532
Illinois > A: Sentinel,42.12547,-90.15715
Illinois > A: Sex on the Beach,37.66665,-89.51359
Illinois > A: Starting Area,41.29838,-89.0426
Illinois > B. Devils Standtable Area,37.60002,-89.19208666666667
Illinois > B. West Falls,37.50637714285715,-88.68610428571428
Illinois > B:  Carol Lamb's Bedroom,37.56936,-89.31581
Illinois > B: Above Detention Wall,37.51883,-89.02683
Illinois > B: Broken Bridge Area,41.29844,-89.04675
Illinois > B: Bull Area,37.62443,-88.27035
Illinois > B: Forgotten Wall,42.12507,-90.15701
Illinois > B: Lucky Strike Pillar,38.97096,-90.48765
Illinois > B: Sunset Boulders,37.6671,-89.5137
Illinois > B: Texas Revolution Boulder,37.61273,-89.40917
Illinois > Blue Island Bridge,41.65294,-87.68359
Illinois > Bouldering,37.5290675,-88.9980525
Illinois > C. North Falls,37.50685,-88.683005
Illinois > C: Blue Elephant Area,41.29862,-89.04979
Illinois > C: Hornbein's Wall,38.97094,-90.4878
Illinois > C: Little Big Wall,37.5188,-89.02745
Illinois > C: Park Bouldering,37.599090000000004,-89.19243333333333
Illinois > C: Picnic Boulders,37.66755,-89.51387
Illinois > C: Red Sea Boulder,37.61327,-89.41019
Illinois > C: Root Beer Saloon,37.56846,-89.31439
Illinois > C: Sun Buttress,42.12393,-90.15572
Illinois > Cemetery Wall,37.78206,-89.50903
Illinois > Chicago Buildering,41.921738,-87.898512
Illinois > Chicago Ice Tower,41.49194,-87.82056
Illinois > Christmas Area,41.29991,-89.05531
Illinois > Cooker's Cave,37.4975,-88.7187
Illinois > Cove Hollow Trail South,37.62665,-89.30135
Illinois > D. East Falls,37.50443333333334,-88.68230333333334
Illinois > D: Atlas Boulder,37.61452,-89.40935
Illinois > D: Community Effort Wall,38.97091,-90.4879
Illinois > D: Open Bible,42.12219,-90.15553
Illinois > D: PG Wall -Coal House Area,37.5188,-89.02745
Illinois > D: Red Bud Meadow,37.56871,-89.31492
Illinois > D: The Gallery,37.67162,-89.51307
"Illinois > Dawn Wall, The",42.31943,-89.07092
Illinois > Dropzone Area,37.5173,-88.46043
"Illinois > Dugout, The",37.6403,-89.2999
Illinois > E. South Canyon,37.501023333333336,-88.68659666666667
Illinois > E: 911 Aretes,37.61556,-89.41024
Illinois > E: Bouldering,37.51799,-89.02539
Illinois > E: Overlook Wall,37.56818,-89.31359
Illinois > E: Ryan's Balcony,38.97087,-90.488
Illinois > E: The Wasteland,37.67202,-89.51314
Illinois > E: Twin Sisters,42.1219,-90.15559
Illinois > EIU Campus,39.47865,-88.17556
Illinois > Elmhurst Area,41.87865,-87.86886
Illinois > F. The Promised Land,37.49884,-88.69384
Illinois > F: Bootleg Boulder,37.67353,-89.51256
Illinois > F: Bouldering,37.56841571428571,-89.31558714285714
Illinois > F: Brother Buttress,42.1219,-90.15529
Illinois > F: Shadow of a Man Area,37.61583,-89.41048
Illinois > F: Tombstone,38.97084,-90.48816
"Illinois > Forge, The",37.56127,-88.65327
Illinois > G: Nessy,37.67393,-89.51235
Illinois > G: Practice Wall,42.12221,-90.1553
Illinois > G: The Wall of Wild Things,38.97086,-90.48826
Illinois > G: Worms Way,37.61591,-89.41039
"Illinois > Gap Area, The",37.5179,-88.45918
Illinois > Ghost Dance Canyon,37.381112,-88.67256
Illinois > Giant City,37.62719,-89.20364
"Illinois > Grateful Fin, The",37.64327,-89.34
Illinois > H: Eagle Wall,38.97088,-90.48845
Illinois > H: Indian Head,42.12022,-90.15637
Illinois > H: The Bar Stool,37.61591,-89.41086
Illinois > H: The Lunkers,37.67462,-89.51193
Illinois > Henry C. Palmisano Nature Park,41.84188,-87.64945
Illinois > I: Bee Wall,42.11898,-90.15678
Illinois > I: Meadow Slab,38.97088,-90.48901
Illinois > I: Public Enemy Boulder,37.61837,-89.41271
Illinois > J: Amphitheater Wall,42.11798,-90.1571
Illinois > J: Boy Scout Cove,38.97072,-90.48918
Illinois > J: Tyler Durden Area,37.61607,-89.41122
Illinois > Jackson Falls,37.50814,-88.68263
Illinois > K: Bouldering,38.97114,-90.4872
Illinois > K: Brown Cow Area,37.61524,-89.41119
Illinois > K: Butter Walls,42.11614,-90.1578
Illinois > Kankakee River State Park,41.20288,-87.98168
Illinois > L: Dihedrals Area,42.10713,-90.15808
Illinois > L: Mollusk Boulder,37.61563,-89.41242
Illinois > Lake Boulders,37.4975,-88.7187
Illinois > Lies Area,41.92899,-88.10755
Illinois > Louis Pasteur Statue Park,41.87492,-87.67202
Illinois > M: Bubble Wrap Area,37.61798,-89.41305
Illinois > Main Amphitheater,37.6403,-89.2999
Illinois > Main Cliff,37.64366,-89.34063
Illinois > Main Wall,37.544,-88.97951
Illinois > Montrose Lakefront Trail Bridge,41.9623,-87.64362
Illinois > Moon Rock,37.6403,-89.2999
Illinois > N: Star Wars Boulder,37.61689,-89.41299
Illinois > Nimbus Boulder,37.51847,-88.45878
Illinois > O: Bio-Terrorism Boulder,37.61886,-89.41456
Illinois > Oriole Boulder,37.4975,-88.7187
Illinois > P: Chernobyl Boulder,37.62015,-89.41749
Illinois > Peoria - Rocky Glen,40.69426,-89.65178
Illinois > Picnic Area Boulderfield,37.38523428571428,-88.66981285714284
Illinois > Pistol,38.35458,-90.26337000000001
Illinois > Q: Illuminati Boulders,37.61699,-89.41109
Illinois > R: Jump for Jesus Area,37.61824,-89.41325
Illinois > Rock City,38.30379,-90.30903
Illinois > Romeo Rock,41.64389,-88.11996
"Illinois > Rubik's Cube, The",37.51515,-89.04243
Illinois > Ryan's Area,37.51821,-88.4614
Illinois > S: Cliffline Problems,37.61861,-89.41092
Illinois > Shawnee Solitaire,37.64658,-89.33855
Illinois > Shout Area,37.6403,-89.2999
Illinois > Skokie,41.84357,-87.65326
"Illinois > Sociable Wall, The",37.51514,-89.04225
"Illinois > Spirit Cave, The",37.49986,-88.71894
Illinois > Staircase Rock,38.58665,-87.64252
Illinois > Starved Rock State Park,41.313227999999995,-88.973696
Illinois > Steelworkers Park,41.73954,-87.53054
Illinois > Sterling Sinnissippi Park,41.79675,-89.66234
Illinois > Sunny Side,37.6403,-89.2999
Illinois > T: Brown Recluse Boulder,37.61793,-89.41492
"Illinois > Tar Boulder, The",42.04201,-88.14505
Illinois > Tiny Tim,42.35598,-90.29412
Illinois > U: Vultures Nest Boulders,37.61953,-89.41095
Illinois > UIUC,37.72594,-89.21691
Illinois > Union Pacific Traverse,41.88892,-87.67492
Illinois > V: Open Gates Boulder,37.61992,-89.41143
Illinois > Veteran's Boulder,42.35599,-90.29412
Illinois > W: Bowfin Boulder,37.61896,-89.41333
Illinois > Warm-Up Wall,37.78206,-89.50903
Illinois > Waterfall Trail,37.53366,-88.9831
Illinois > Winston's Boulder,42.35599,-90.29412
"Illinois > Woodland Ledge, The",37.51501,-89.04276
Illinois > Woods Rock,38.59243,-87.64178
Illinois > Y: The Sinkhole,37.61516,-89.40749
Illinois > Z. Bouldering in the Canyon Proper,37.50632,-88.68419
Illinois > Z: Bouldering,42.1434,-90.16703
Illinois > Z: Cliffline Trad,37.61666,-89.41054
Indiana > Belltower Area,40.42735,-86.91425
Indiana > Butler University,39.84064,-86.17086
Indiana > Civil Engineering Area,40.42975,-86.91447
Indiana > Cult Boulder,38.9883,-85.61809
Indiana > Engineering Fountain,40.42863,-86.91379
Indiana > Garfield Park Railroad bridge,39.73493,-86.15034
Indiana > H Boulders,38.9883,-85.61809
Indiana > Happy Hollow Buildering,40.43823,-86.90108
Indiana > Heinousness Wall,38.98822,-85.61821
Indiana > Hemlock Cliffs,38.27729,-86.54047
Indiana > Indiana University,39.1683,-86.51758
Indiana > Pao Hall Area,40.42222,-86.91304
Indiana > Peach wall,38.98829,-85.61879
Indiana > Pink Boulder,38.9883,-85.61809
Indiana > Posey Crag,37.96014,-87.67032
Indiana > Slater Hill Area,40.43185,-86.92256
Indiana > Strawberry Fields,38.988550000000004,-85.616
Indiana > Tangerine Wall,38.98752,-85.61927
Indiana > Unlikely Wall,39.02696,-86.5346
Indiana > Zeppelin Boulder,38.98748,-85.61911
Iowa > 187 Crag,42.19538,-90.8596
Iowa > 2020 Wall,42.20829,-91.1026
Iowa > A Wall,42.21089,-91.10204
Iowa > Alcove boulder,42.07986,-90.75198
Iowa > Backbone Trail area,42.614,-91.5625
Iowa > Bae Wall Boulder,42.07986,-90.75198
Iowa > Barbed Wire boulder,42.07986,-90.75198
Iowa > Black Hawk Wall (respect closures),42.2205,-91.0715
Iowa > Blue Groove,42.2205,-91.0715
Iowa > Boat Ramp Boulder (Roadside Attraction?),41.908500000000004,-91.5084
Iowa > Boneless Chicken Ranch,42.2205,-91.0715
Iowa > Boulevard Wall,42.2205,-91.0715
Iowa > Cake Walk and Razor Wall,42.614,-91.5625
Iowa > Cam Boulder,42.21733,-91.10034
Iowa > Cattesse Hollow,42.4408,-90.6218
Iowa > Centennial Park,41.73703,-91.62431
Iowa > Chicago Wall,42.2068,-91.10475
Iowa > Chimney Rocks,43.4305,-91.9346
Iowa > City of Copper,41.908500000000004,-91.5084
Iowa > Collin's wall aka Parking lot wall,42.20906,-91.1022
Iowa > Comic Gallery,42.21069,-91.10186
Iowa > Community College Boulder,42.07999,-90.75215
Iowa > Coralville Lake Bouldering,41.935,-93.5376
Iowa > Courageous Boulders,42.20433,-91.10859
Iowa > Crapo Park,40.77527,-91.09776
Iowa > Decorah,43.30072,-91.787
Iowa > Devil's Backbone,42.614,-91.5625
Iowa > Dip Boulder,42.07991,-90.75205
Iowa > Drive In Wall,42.614,-91.5625
Iowa > East Bluff,41.89735,-91.50231
Iowa > Ecosystems Area,42.07986,-90.75199
Iowa > Flying Buttress,42.2128,-91.10265
Iowa > Fort Dodge,42.51068,-94.20415
Iowa > Freshman Boulder,42.07986,-90.75198
Iowa > Furniture boulder,42.07986,-90.75198
Iowa > Golden Arches,41.908500000000004,-91.5084
Iowa > Golden Bowl / Red Rocks South Face,42.2205,-91.0715
Iowa > Gumby Wall,42.20777,-91.10303
Iowa > Hoot Bluff,42.1989,-90.8615
Iowa > Horseshoe Bend,42.05932,-90.63929
Iowa > Hot Stuff Camp Roof,42.6154,-91.5615
Iowa > Ice Cave Wall,42.21159,-91.10246
Iowa > JT boulder,42.07986,-90.75198
Iowa > Kitten Wall,42.07986,-90.75198
Iowa > LP wall,42.07986,-90.75198
"Iowa > Last Portage, The",41.90325,-91.50883
Iowa > Merky Bottom Boulder,42.08012,-90.75198
Iowa > Mild Iowa Wall,42.2102,-91.10196
Iowa > Morell boulder,42.07986,-90.75198
Iowa > Mossy Glen,42.70639,-91.42481
Iowa > Mother Wall,42.2205,-91.0715
Iowa > Music Man boulder,42.07986,-90.75198
"Iowa > North Slope, The",42.67579666666667,-91.39945666666667
Iowa > Old Quaker Area,41.91076,-91.51088
Iowa > Orlando Buttress (Four Points),41.90355,-91.5096
Iowa > Outlook,41.90999,-91.51209
Iowa > Overlook Boulders,41.25846,-92.82296
Iowa > Palisades-Dows Preserve,41.90201,-91.51688
Iowa > Party Cave,41.908500000000004,-91.5084
Iowa > Pequod,41.91146,-91.50814
Iowa > Primal Wall,42.20825,-91.10433
Iowa > Project boulder,42.07986,-90.75198
Iowa > Quantum Chromodynamics Area,42.08012,-90.75198
Iowa > Raccoon Cove,41.91363,-91.50749
Iowa > Razorblade Boulder,42.2103,-91.10151
Iowa > Red Rock / Northeast Face (respect closures),42.2205,-91.0715
Iowa > Shiprock,42.21218,-91.10261
Iowa > Silo Ice Climbing,42.5484,-92.5246
Iowa > Sistine Grapple,41.91194,-91.509
Iowa > Softball Crags,42.4777,-90.6603
"Iowa > South Slope, The",42.673065,-91.398345
Iowa > T-Wall,42.2079,-91.10334
Iowa > Trenchtown,42.2205,-91.0715
Iowa > Upper and Lower Boulders,42.08005,-90.75217
Iowa > Waldo's Rock Park,42.02717,-91.54207
"Iowa > Waystation, The",42.21523,-91.10119
Iowa > West Bluff,41.89758,-91.50264
Iowa > Wild Iowa Wall,42.20952,-91.10185
Iowa > Wildcat Den (respect closure),41.4662,-90.8749
Iowa > Windy Point,42.21813,-91.09831
"Kansas > ""Main"" Area, The",39.337,-96.6605
Kansas > A saints boulder,38.2342,-94.94514
Kansas > Battle Canyon,38.64248,-100.92758
Kansas > Big Mac,37.26179,-95.81455
Kansas > Bouldering for Dummies,38.79774,-94.6885
Kansas > Broadway Boulder,37.26204,-95.81531
"Kansas > Camp Horizon, Arkansas City",37.05733,-96.96534
Kansas > Central Riverside Park,37.69811,-97.3466
Kansas > Child’s play,38.234,-94.94433
"Kansas > Chossy Brice, The",38.97387,-95.23598
Kansas > Dark alley,38.23423,-94.94581
Kansas > East Refuge wall,38.23378,-94.94497
Kansas > Fall River,37.6064,-96.00958
Kansas > Fracker of the Choss,37.26212,-95.81551
Kansas > Golden Belt Boulders,38.91507,-98.50545
Kansas > Homage Wall,38.2338,-94.94469
Kansas > Indian Rock Park,38.83618,-97.58872
Kansas > Indian slab,38.23366,-94.94452
Kansas > Juniors Slab,38.23405,-94.94481
Kansas > Kanopolis Lake,38.6104,-97.9857
"Kansas > Keeper wall, The",37.68957,-97.34474
Kansas > Killcreek,38.97762,-94.95652
Kansas > Lake Olathe,38.88083,-94.87023
Kansas > Max's Cliff,39.337,-96.6605
Kansas > Memorial Overlook,37.27809285714285,-95.778725
Kansas > Mushroom Rock State Park,38.7252,-98.0306
Kansas > My Orca Boulder,37.26213,-95.81574
Kansas > Overlook Boulders,38.7759,-99.8101
Kansas > Piano Boulder (closed),38.8559,-98.1238
Kansas > Pit Fall,39.0726,-96.8019
Kansas > Potters Lake,38.96075,-95.24861
Kansas > Rock City,39.09089,-97.73557
Kansas > Southwest  Passage,38.79775,-94.6885
Kansas > Space Battleship Tiramisu,38.93655,-94.6776
Kansas > Tall wall,38.23408,-94.94565
Kansas > Turn Table Boulders (closed),38.85592,-98.12389
Kansas > West refuge wall,38.23416,-94.94525
Kansas > cracked cave,38.79799,-94.68803
Kansas > rocky ridge,38.79775,-94.6885
Kentucky > BSF (placeholder),36.5681,-84.6087
Kentucky > Bald Rock Fork Recreational Preserve (BRRP),37.644635,-83.71046642857142
Kentucky > Big Wall,38.23475,-85.68529
Kentucky > Boyd Bluffs,37.1096,-87.76181
Kentucky > Carter Caves,38.37394,-83.11663
Kentucky > Cathedral Domain Climbing Area (CDCA),37.658281714285714,-83.78988171428571
Kentucky > Chicken Head Rock,37.81943,-82.40633
Kentucky > Clifty Hollow,37.09028833333333,-86.61727166666667
"Kentucky > Crypt, The",37.49249,-83.9576
"Kentucky > Far Side, The",37.15338,-84.28622
Kentucky > Hunter Bluff,37.14265416666667,-87.75686916666666
Kentucky > Knobs Playground,37.873059999999995,-85.68581
Kentucky > Meatballs,37.4888275,-83.95322250000001
Kentucky > Miller Fork Recreational Preserve (MFRP),37.64474,-83.67939307692308
Kentucky > Mind Funk Wall,37.14909,-84.28888
Kentucky > Mohawk Bluffs,37.15873,-86.27407
Kentucky > Muir Valley,37.72985484848485,-83.63426606060607
Kentucky > Murder Branch,37.99237,-83.49257
Kentucky > Natural Bridge Region,37.7466525,-83.66457666666666
"Kentucky > Nest, The",37.58309,-86.46238
Kentucky > Nolin River Dam,37.272575,-86.25191
Kentucky > Northern Gorge,37.84127766666666,-83.6415725
Kentucky > Pendergrass-Murray Recreational Preserve (PMRP),37.65484115384615,-83.71974923076922
Kentucky > Pilot Rock,37.1056,-87.6566
Kentucky > Pounder Branch,37.0811,-84.31962
Kentucky > Purple Bridge,39.09617,-84.49594
Kentucky > Sacred Ruins,37.491338,-83.95804000000001
Kentucky > Second Hand Smoke,37.1476,-84.28798
Kentucky > Shanty Hollow,37.13982,-86.38667
Kentucky > Southern Region Crags (Miscellaneous),37.672805,-83.73912999999999
Kentucky > Stonecrest,37.6742,-82.7535
Kentucky > Three Stooges,37.49196,-83.95577
Kentucky > Turkey Creek,37.06375,-84.32669
Kentucky > Walkers Branch,37.44929,-84.0895
Kentucky > Wildcat Ridge,37.10169,-87.75968
"Kentucky > playground, The",37.92593,-86.02933
Louisiana > Fort Proctor,29.86723,-89.67839
Louisiana > Kistachie Boulder Longleaf Vista,31.47633,-92.99513
Louisiana > Louisiana Tech University,32.52839,-92.64561
Maine > -MDI Bouldering,44.330726000000006,-68.21172800000001
Maine > -Shagg Crag,44.43277,-70.52743
"Maine > 01. Maiden Cliff & Frostbite, Pete's & Blue Vein",44.25636333333333,-69.09496666666666
Maine > 02. The Verticals,44.24816,-69.08634
Maine > 03. Jerry's Wall,44.2471,-69.0874
Maine > 04. Barrett's Cove Cliff,44.24696,-69.08472
Maine > 05. Lost Valley aka Out Back,44.24959,-69.08219
Maine > 06. Skyline Crag,44.24667,-69.08246
Maine > 07. Left Cataract (mostly Ice),44.23492,-69.07349
Maine > 08. Right Cataract (Ice &Bixler's Area),44.23433,-69.07193
Maine > 09. Guide's Wall,44.23439,-69.07265
Maine > 10. The Spot,44.234525,-69.07221625
Maine > 11. Fireman's Ladder (Rampart Area),44.23387,-69.07191
Maine > 12. The Rampart,44.23373,-69.07153
"Maine > 13. Hot Spot , Rock Climbing",44.23432,-69.06803
Maine > 13a. Hot Spot - Ice Climbing,44.2343,-69.06805
Maine > 14. Ocean Lookout/ Upper Megunticook,44.23763,-69.06577
Maine > 15. Mt. Battie,44.22187,-69.07311
Maine > Acadia Ice,44.33002,-68.26478
Maine > Augusta bouldering,44.32873,-69.78449
Maine > Balance Rock,44.38883,-68.19998
Maine > Bald Bluff,44.3375275,-70.6707325
Maine > Bangor Area Buildering,44.8103975,-68.76472000000001
Maine > Bangor Bouldering,44.691406666666666,-68.59111
Maine > Barren Mountain,45.414925,-69.37321
Maine > Bear Mountain Cliff,44.1552,-70.71235
Maine > Belgrade Lakes Bouldering,44.54526714285714,-69.91089
Maine > Big Chick Hill,44.8285,-68.46456
Maine > Birch Point Boulder,43.99476,-69.67938
Maine > Bluff Head,44.3837,-68.6716
"Maine > Boneyard, The",44.12716,-70.43389
Maine > Bradbury Mountain State Park (CLOSED to Climbing Oct '17),43.90018,-70.1795
Maine > C Bluff,44.72191,-70.86918
Maine > Canada Cliff,44.31035,-68.33669499999999
Maine > Castine,44.3841,-68.8204
"Maine > Cirque on Little Bigelow mountain, The",45.13245,-70.19963
Maine > Cliff walk,43.13335,-70.63446
Maine > Clifford Park,43.48757,-70.44803
Maine > Cranberry Pond (Bigelow Range),45.13987,-70.365095
Maine > Cushman Preserve,43.97972,-69.67835
"Maine > Cutler Coast, The",44.67483,-67.15362
Maine > Daggett Rock,44.8462,-70.3004
Maine > Devil's Chair - Waterville (Ice),44.57895,-69.65377
Maine > Devils Head Boulders,44.96466,-69.47568
Maine > Dodge Point,43.99141,-69.56011
Maine > Dorr Mountain,44.35735,-68.2103
Maine > Eagle Bluff,44.79328,-68.49641
Maine > Eagle Rock,43.94033,-69.96051
Maine > Eagles Crag,44.32471,-68.21778
Maine > Fletchers Bluff,44.85192,-68.45149
Maine > Fort Williams / Portland Head Light,43.62239,-70.2112
Maine > Giant's Stair Bouldering,43.723585,-69.9939
Maine > Grafton Notch St. Park - Ice&Rock,44.589242,-70.945682
Maine > Great Head,44.326950000000004,-68.17575333333333
"Maine > Great Ledges, The",43.8336,-70.7784
Maine > Hawk Mountain Climbing Area,44.14703,-70.69572
Maine > Highway Boulders,43.73639,-70.22697
Maine > Ice Cove Cliff,43.9399,-69.96132
Maine > Jockey Cap,44.02033,-70.96257
Maine > Katahdin,45.888592857142854,-68.88802
Maine > Katahdin Woods and Waters National Monument (KWWNM),45.93336,-68.75978
Maine > Kenyon Hill Preserve,43.26049,-70.68089125
Maine > Knights Hill Ice,44.10109,-70.83339
"Maine > Land Of Overhangs, The",44.1258,-70.431
Maine > Lewiston-Auburn Buildering,44.106276666666666,-70.20369
Maine > Lion's Den,44.3052,-70.99
Maine > Lisbon Falls Boulder,43.99339,-70.06194
Maine > Little Moose Crag,45.45383,-69.66954
Maine > Long Reach Crag,43.8142,-69.9345
Maine > Lowell Preserve,43.80459,-70.35113
Maine > McClellan Park,44.48539,-67.85355
Maine > Mt Kineo,45.69804,-69.7337
Maine > Mt. Sabattus,44.1809,-70.85458
Maine > Natanis Perch,45.35569,-70.6887
Maine > Nubble Lighthouse,43.16490000000001,-70.5932
Maine > Otter Cliffs,44.31194,-68.18919
"Maine > Otter Cliffs, South",44.31074,-68.18898
Maine > Parking Lot Buttress,44.29637,-68.22789
Maine > Parks Pond Bluff,44.81746285714286,-68.49462857142858
Maine > Pemaquid Point bouldering,43.84139,-69.50198
Maine > Peru Tumbledown Dick,44.45724666666666,-70.44139666666666
Maine > Pismire Bluff,43.98562,-70.446
Maine > Pleasure Dome,44.33562,-68.26316
Maine > Porcupine Islands (DWS),44.38644,-68.1799
"Maine > Precipice aka The South Wall, The",44.34691,-68.19013
Maine > Prospect Mountain,44.578513333333326,-68.86594
Maine > Quarry Woods,43.85388,-70.09516
Maine > Quoddy Head,44.81181,-66.95434
Maine > Red Rock Mountain,44.30866,-70.89447
Maine > Royal River Bouldering,43.8051,-70.1892
Maine > Sebago Lake (Frye's Leap) DWS,43.8523,-70.51911
Maine > Shell Pond,44.249221999999996,-70.97152200000001
Maine > Sieur de Monts Entrance,44.36265,-68.20765
Maine > South Bubble,44.338835,-68.25569999999999
